GET ATOMIC IMAGES OF A CHOSEN RESOLUTION

input file of scattering factors :
    MX_wk1995_6.SF
truncation radius          11.0000
distance grid step          0.0010
resolution cut-off          1.0000
resolution grid number   2000
temperature factor          0.0000
number of atomic types      7
following atomic types are chosen :
    C    N    O    P    S    Fe   Au  

scattering factors file. First line:
following wk1995.cpp from Phenix

table of scattering factors contains data for  213  atomic types
    6 -Gaussian approximation is used
identified positions in the table
    7    8    9   16   17   27   80

     N     dist       C              N              O              P              S              Fe             Au             
 10637    10.6370        0.00306083     0.00354175     0.00429273     0.01216608     0.01277509     0.02106502     0.08532723
 10638    10.6380        0.00303751     0.00351501     0.00426055     0.01207367     0.01267781     0.02090617     0.08467739
 10639    10.6390        0.00301409     0.00348814     0.00422820     0.01198082     0.01258007     0.02074655     0.08402445
 10640    10.6400        0.00299055     0.00346115     0.00419571     0.01188754     0.01248187     0.02058617     0.08336844
 10641    10.6410        0.00296690     0.00343403     0.00416306     0.01179381     0.01238322     0.02042503     0.08270938
 10642    10.6420        0.00294315     0.00340678     0.00413025     0.01169966     0.01228411     0.02026316     0.08204731
 10643    10.6430        0.00291928     0.00337941     0.00409730     0.01160508     0.01218455     0.02010054     0.08138224
 10644    10.6440        0.00289532     0.00335192     0.00406419     0.01151008     0.01208455     0.01993719     0.08071421
 10645    10.6450        0.00287124     0.00332430     0.00403094     0.01141466     0.01198412     0.01977311     0.08004325
 10646    10.6460        0.00284706     0.00329657     0.00399754     0.01131882     0.01188324     0.01960831     0.07936937
 10647    10.6470        0.00282278     0.00326871     0.00396400     0.01122257     0.01178194     0.01944280     0.07869262
 10648    10.6480        0.00279840     0.00324074     0.00393031     0.01112592     0.01168021     0.01927659     0.07801302
 10649    10.6490        0.00277391     0.00321264     0.00389648     0.01102886     0.01157805     0.01910968     0.07733059
 10650    10.6500        0.00274933     0.00318444     0.00386251     0.01093141     0.01147548     0.01894207     0.07664536
 10651    10.6510        0.00272464     0.00315611     0.00382840     0.01083356     0.01137249     0.01877378     0.07595736
 10652    10.6520        0.00269986     0.00312767     0.00379415     0.01073531     0.01126909     0.01860482     0.07526663
 10653    10.6530        0.00267498     0.00309912     0.00375977     0.01063669     0.01116529     0.01843518     0.07457318
 10654    10.6540        0.00265000     0.00307046     0.00372524     0.01053767     0.01106108     0.01826487     0.07387705
 10655    10.6550        0.00262493     0.00304169     0.00369059     0.01043828     0.01095648     0.01809391     0.07317826
 10656    10.6560        0.00259977     0.00301281     0.00365580     0.01033852     0.01085148     0.01792230     0.07247685
 10657    10.6570        0.00257451     0.00298382     0.00362088     0.01023838     0.01074609     0.01775005     0.07177283
 10658    10.6580        0.00254916     0.00295472     0.00358583     0.01013788     0.01064032     0.01757716     0.07106625
 10659    10.6590        0.00252371     0.00292552     0.00355065     0.01003701     0.01053417     0.01740364     0.07035713
 10660    10.6600        0.00249818     0.00289621     0.00351534     0.00993579     0.01042764     0.01722950     0.06964549
 10661    10.6610        0.00247256     0.00286680     0.00347991     0.00983421     0.01032074     0.01705474     0.06893138
 10662    10.6620        0.00244685     0.00283729     0.00344436     0.00973229     0.01021348     0.01687938     0.06821481
 10663    10.6630        0.00242105     0.00280767     0.00340868     0.00963001     0.01010585     0.01670341     0.06749581
 10664    10.6640        0.00239517     0.00277796     0.00337288     0.00952740     0.00999786     0.01652685     0.06677442
 10665    10.6650        0.00236920     0.00274815     0.00333696     0.00942444     0.00988952     0.01634971     0.06605067
 10666    10.6660        0.00234315     0.00271824     0.00330093     0.00932115     0.00978082     0.01617199     0.06532458
 10667    10.6670        0.00231702     0.00268823     0.00326477     0.00921754     0.00967179     0.01599369     0.06459618
 10668    10.6680        0.00229080     0.00265813     0.00322850     0.00911360     0.00956241     0.01581483     0.06386550
 10669    10.6690        0.00226451     0.00262794     0.00319212     0.00900933     0.00945269     0.01563541     0.06313258
 10670    10.6700        0.00223813     0.00259765     0.00315562     0.00890476     0.00934265     0.01545544     0.06239744
 10671    10.6710        0.00221168     0.00256728     0.00311902     0.00879986     0.00923227     0.01527493     0.06166011
 10672    10.6720        0.00218514     0.00253681     0.00308230     0.00869467     0.00912157     0.01509388     0.06092062
 10673    10.6730        0.00215854     0.00250625     0.00304548     0.00858916     0.00901056     0.01491231     0.06017901
 10674    10.6740        0.00213185     0.00247561     0.00300855     0.00848336     0.00889923     0.01473021     0.05943529
 10675    10.6750        0.00210510     0.00244488     0.00297151     0.00837726     0.00878759     0.01454761     0.05868951
 10676    10.6760        0.00207826     0.00241406     0.00293437     0.00827087     0.00867564     0.01436449     0.05794169
 10677    10.6770        0.00205136     0.00238316     0.00289713     0.00816420     0.00856339     0.01418088     0.05719187
 10678    10.6780        0.00202439     0.00235218     0.00285979     0.00805724     0.00845085     0.01399677     0.05644007
 10679    10.6790        0.00199735     0.00232112     0.00282235     0.00795000     0.00833802     0.01381218     0.05568632
 10680    10.6800        0.00197023     0.00228998     0.00278481     0.00784249     0.00822490     0.01362712     0.05493065
 10681    10.6810        0.00194305     0.00225875     0.00274718     0.00773471     0.00811150     0.01344159     0.05417310
 10682    10.6820        0.00191581     0.00222745     0.00270945     0.00762667     0.00799781     0.01325559     0.05341369
 10683    10.6830        0.00188850     0.00219608     0.00267163     0.00751836     0.00788386     0.01306914     0.05265246
 10684    10.6840        0.00186112     0.00216463     0.00263372     0.00740980     0.00776964     0.01288225     0.05188944
 10685    10.6850        0.00183368     0.00213310     0.00259571     0.00730099     0.00765515     0.01269491     0.05112465
 10686    10.6860        0.00180618     0.00210151     0.00255762     0.00719193     0.00754041     0.01250715     0.05035813
 10687    10.6870        0.00177862     0.00206984     0.00251945     0.00708262     0.00742541     0.01231896     0.04958991
 10688    10.6880        0.00175100     0.00203810     0.00248118     0.00697308     0.00731016     0.01213036     0.04882001
 10689    10.6890        0.00172331     0.00200630     0.00244284     0.00686330     0.00719466     0.01194134     0.04804848
 10690    10.6900        0.00169558     0.00197442     0.00240441     0.00675330     0.00707892     0.01175193     0.04727534
 10691    10.6910        0.00166778     0.00194248     0.00236590     0.00664307     0.00696295     0.01156212     0.04650063
 10692    10.6920        0.00163993     0.00191048     0.00232731     0.00653261     0.00684675     0.01137193     0.04572437
 10693    10.6930        0.00161202     0.00187841     0.00228865     0.00642194     0.00673031     0.01118136     0.04494659
 10694    10.6940        0.00158407     0.00184628     0.00224991     0.00631106     0.00661366     0.01099042     0.04416733
 10695    10.6950        0.00155606     0.00181409     0.00221109     0.00619997     0.00649679     0.01079912     0.04338661
 10696    10.6960        0.00152800     0.00178184     0.00217220     0.00608868     0.00637971     0.01060746     0.04260448
 10697    10.6970        0.00149988     0.00174953     0.00213324     0.00597719     0.00626241     0.01041546     0.04182096
 10698    10.6980        0.00147172     0.00171717     0.00209421     0.00586550     0.00614492     0.01022311     0.04103607
 10699    10.6990        0.00144352     0.00168475     0.00205512     0.00575362     0.00602722     0.01003044     0.04024987
 10700    10.7000        0.00141526     0.00165227     0.00201595     0.00564156     0.00590934     0.00983744     0.03946236
 10701    10.7010        0.00138696     0.00161974     0.00197672     0.00552932     0.00579126     0.00964412     0.03867359
 10702    10.7020        0.00135862     0.00158716     0.00193743     0.00541690     0.00567300     0.00945049     0.03788360
 10703    10.7030        0.00133023     0.00155453     0.00189808     0.00530431     0.00555456     0.00925657     0.03709240
 10704    10.7040        0.00130181     0.00152185     0.00185866     0.00519156     0.00543594     0.00906235     0.03630003
 10705    10.7050        0.00127334     0.00148912     0.00181919     0.00507864     0.00531715     0.00886785     0.03550652
 10706    10.7060        0.00124483     0.00145634     0.00177966     0.00496556     0.00519820     0.00867306     0.03471191
 10707    10.7070        0.00121628     0.00142352     0.00174007     0.00485232     0.00507909     0.00847801     0.03391623
 10708    10.7080        0.00118770     0.00139066     0.00170043     0.00473894     0.00495982     0.00828270     0.03311950
 10709    10.7090        0.00115908     0.00135775     0.00166074     0.00462542     0.00484040     0.00808713     0.03232176
 10710    10.7100        0.00113042     0.00132481     0.00162100     0.00451175     0.00472083     0.00789132     0.03152305
 10711    10.7110        0.00110173     0.00129182     0.00158121     0.00439795     0.00460112     0.00769527     0.03072339
 10712    10.7120        0.00107301     0.00125879     0.00154137     0.00428401     0.00448128     0.00749898     0.02992281
 10713    10.7130        0.00104425     0.00122573     0.00150148     0.00416995     0.00436130     0.00730248     0.02912135
 10714    10.7140        0.00101547     0.00119263     0.00146155     0.00405577     0.00424119     0.00710576     0.02831905
 10715    10.7150        0.00098665     0.00115949     0.00142158     0.00394147     0.00412097     0.00690883     0.02751592
 10716    10.7160        0.00095781     0.00112632     0.00138157     0.00382706     0.00400062     0.00671170     0.02671201
 10717    10.7170        0.00092894     0.00109312     0.00134151     0.00371254     0.00388016     0.00651438     0.02590734
 10718    10.7180        0.00090005     0.00105989     0.00130142     0.00359791     0.00375960     0.00631688     0.02510195
 10719    10.7190        0.00087113     0.00102663     0.00126129     0.00348319     0.00363893     0.00611920     0.02429587
 10720    10.7200        0.00084218     0.00099334     0.00122113     0.00336837     0.00351816     0.00592136     0.02348913
 10721    10.7210        0.00081322     0.00096003     0.00118093     0.00325346     0.00339729     0.00572335     0.02268176
 10722    10.7220        0.00078423     0.00092669     0.00114071     0.00313847     0.00327634     0.00552520     0.02187380
 10723    10.7230        0.00075522     0.00089332     0.00110045     0.00302339     0.00315531     0.00532689     0.02106528
 10724    10.7240        0.00072620     0.00085993     0.00106016     0.00290824     0.00303419     0.00512845     0.02025623
 10725    10.7250        0.00069715     0.00082652     0.00101985     0.00279301     0.00291300     0.00492989     0.01944668
 10726    10.7260        0.00066809     0.00079309     0.00097951     0.00267772     0.00279174     0.00473120     0.01863666
 10727    10.7270        0.00063901     0.00075964     0.00093915     0.00256237     0.00267042     0.00453240     0.01782621
 10728    10.7280        0.00060992     0.00072618     0.00089876     0.00244696     0.00254903     0.00433350     0.01701536
 10729    10.7290        0.00058082     0.00069270     0.00085836     0.00233149     0.00242759     0.00413449     0.01620414
 10730    10.7300        0.00055170     0.00065920     0.00081794     0.00221598     0.00230610     0.00393540     0.01539258
 10731    10.7310        0.00052258     0.00062569     0.00077750     0.00210042     0.00218456     0.00373623     0.01458072
 10732    10.7320        0.00049344     0.00059216     0.00073704     0.00198482     0.00206299     0.00353698     0.01376858
 10733    10.7330        0.00046429     0.00055863     0.00069657     0.00186918     0.00194137     0.00333767     0.01295621
 10734    10.7340        0.00043514     0.00052509     0.00065609     0.00175352     0.00181973     0.00313831     0.01214362
 10735    10.7350        0.00040598     0.00049154     0.00061559     0.00163783     0.00169806     0.00293889     0.01133086
 10736    10.7360        0.00037682     0.00045798     0.00057509     0.00152212     0.00157636     0.00273943     0.01051795
 10737    10.7370        0.00034765     0.00042441     0.00053458     0.00140639     0.00145465     0.00253993     0.00970493
 10738    10.7380        0.00031848     0.00039084     0.00049407     0.00129064     0.00133293     0.00234041     0.00889183
 10739    10.7390        0.00028930     0.00035727     0.00045354     0.00117489     0.00121120     0.00214088     0.00807868
 10740    10.7400        0.00026013     0.00032370     0.00041302     0.00105914     0.00108947     0.00194133     0.00726552
 10741    10.7410        0.00023096     0.00029013     0.00037250     0.00094339     0.00096774     0.00174178     0.00645237
 10742    10.7420        0.00020178     0.00025655     0.00033197     0.00082764     0.00084602     0.00154223     0.00563927
 10743    10.7430        0.00017262     0.00022298     0.00029145     0.00071191     0.00072431     0.00134270     0.00482625
 10744    10.7440        0.00014345     0.00018942     0.00025093     0.00059619     0.00060261     0.00114319     0.00401334
 10745    10.7450        0.00011429     0.00015586     0.00021042     0.00048049     0.00048094     0.00094371     0.00320058
 10746    10.7460        0.00008514     0.00012230     0.00016991     0.00036481     0.00035929     0.00074427     0.00238799
 10747    10.7470        0.00005599     0.00008876     0.00012941     0.00024916     0.00023768     0.00054487     0.00157561
 10748    10.7480        0.00002686     0.00005522     0.00008892     0.00013355     0.00011610     0.00034552     0.00076347
 10749    10.7490       -0.00000227     0.00002169     0.00004845     0.00001797    -0.00000544     0.00014623    -0.00004840
 10750    10.7500       -0.00003139    -0.00001183     0.00000798    -0.00009757    -0.00012693    -0.00005298    -0.00085996
 10751    10.7510       -0.00006049    -0.00004533    -0.00003247    -0.00021305    -0.00024838    -0.00025212    -0.00167119
 10752    10.7520       -0.00008958    -0.00007882    -0.00007290    -0.00032849    -0.00036976    -0.00045118    -0.00248205
 10753    10.7530       -0.00011866    -0.00011229    -0.00011331    -0.00044387    -0.00049109    -0.00065015    -0.00329251
 10754    10.7540       -0.00014772    -0.00014575    -0.00015371    -0.00055919    -0.00061236    -0.00084901    -0.00410254
 10755    10.7550       -0.00017676    -0.00017919    -0.00019408    -0.00067445    -0.00073355    -0.00104777    -0.00491210
 10756    10.7560       -0.00020579    -0.00021261    -0.00023444    -0.00078963    -0.00085467    -0.00124641    -0.00572117
 10757    10.7570       -0.00023480    -0.00024601    -0.00027476    -0.00090474    -0.00097571    -0.00144493    -0.00652971
 10758    10.7580       -0.00026378    -0.00027938    -0.00031506    -0.00101978    -0.00109667    -0.00164332    -0.00733770
 10759    10.7590       -0.00029275    -0.00031273    -0.00035534    -0.00113473    -0.00121754    -0.00184157    -0.00814510
 10760    10.7600       -0.00032169    -0.00034606    -0.00039558    -0.00124959    -0.00133832    -0.00203968    -0.00895187
 10761    10.7610       -0.00035062    -0.00037936    -0.00043580    -0.00136436    -0.00145899    -0.00223763    -0.00975799
 10762    10.7620       -0.00037951    -0.00041264    -0.00047598    -0.00147904    -0.00157957    -0.00243541    -0.01056342
 10763    10.7630       -0.00040838    -0.00044588    -0.00051613    -0.00159361    -0.00170004    -0.00263303    -0.01136814
 10764    10.7640       -0.00043723    -0.00047910    -0.00055624    -0.00170808    -0.00182040    -0.00283047    -0.01217211
 10765    10.7650       -0.00046604    -0.00051228    -0.00059632    -0.00182243    -0.00194064    -0.00302773    -0.01297531
 10766    10.7660       -0.00049483    -0.00054544    -0.00063636    -0.00193668    -0.00206076    -0.00322479    -0.01377769
 10767    10.7670       -0.00052358    -0.00057855    -0.00067636    -0.00205080    -0.00218075    -0.00342165    -0.01457922
 10768    10.7680       -0.00055231    -0.00061164    -0.00071631    -0.00216480    -0.00230061    -0.00361831    -0.01537989
 10769    10.7690       -0.00058100    -0.00064468    -0.00075623    -0.00227868    -0.00242034    -0.00381475    -0.01617965
 10770    10.7700       -0.00060966    -0.00067769    -0.00079609    -0.00239242    -0.00253993    -0.00401096    -0.01697848
 10771    10.7710       -0.00063828    -0.00071066    -0.00083592    -0.00250602    -0.00265937    -0.00420694    -0.01777633
 10772    10.7720       -0.00066687    -0.00074359    -0.00087569    -0.00261948    -0.00277867    -0.00440269    -0.01857319
 10773    10.7730       -0.00069542    -0.00077648    -0.00091542    -0.00273280    -0.00289780    -0.00459819    -0.01936903
 10774    10.7740       -0.00072394    -0.00080933    -0.00095509    -0.00284597    -0.00301679    -0.00479343    -0.02016380
 10775    10.7750       -0.00075241    -0.00084213    -0.00099471    -0.00295898    -0.00313560    -0.00498841    -0.02095748
 10776    10.7760       -0.00078084    -0.00087488    -0.00103428    -0.00307184    -0.00325425    -0.00518313    -0.02175003
 10777    10.7770       -0.00080924    -0.00090759    -0.00107379    -0.00318453    -0.00337273    -0.00537756    -0.02254144
 10778    10.7780       -0.00083759    -0.00094025    -0.00111325    -0.00329705    -0.00349103    -0.00557171    -0.02333166
 10779    10.7790       -0.00086589    -0.00097286    -0.00115265    -0.00340940    -0.00360915    -0.00576557    -0.02412067
 10780    10.7800       -0.00089415    -0.00100542    -0.00119198    -0.00352158    -0.00372708    -0.00595913    -0.02490843
 10781    10.7810       -0.00092237    -0.00103793    -0.00123126    -0.00363357    -0.00384482    -0.00615238    -0.02569491
 10782    10.7820       -0.00095054    -0.00107039    -0.00127047    -0.00374538    -0.00396237    -0.00634532    -0.02648009
 10783    10.7830       -0.00097866    -0.00110279    -0.00130962    -0.00385700    -0.00407971    -0.00653794    -0.02726394
 10784    10.7840       -0.00100673    -0.00113514    -0.00134870    -0.00396843    -0.00419685    -0.00673022    -0.02804641
 10785    10.7850       -0.00103475    -0.00116743    -0.00138771    -0.00407966    -0.00431378    -0.00692217    -0.02882749
 10786    10.7860       -0.00106272    -0.00119966    -0.00142665    -0.00419068    -0.00443050    -0.00711378    -0.02960714
 10787    10.7870       -0.00109064    -0.00123183    -0.00146553    -0.00430150    -0.00454700    -0.00730503    -0.03038533
 10788    10.7880       -0.00111851    -0.00126394    -0.00150433    -0.00441211    -0.00466328    -0.00749592    -0.03116204
 10789    10.7890       -0.00114632    -0.00129599    -0.00154305    -0.00452251    -0.00477933    -0.00768645    -0.03193723
 10790    10.7900       -0.00117407    -0.00132798    -0.00158171    -0.00463268    -0.00489515    -0.00787660    -0.03271086
 10791    10.7910       -0.00120177    -0.00135990    -0.00162028    -0.00474263    -0.00501073    -0.00806637    -0.03348292
 10792    10.7920       -0.00122941    -0.00139176    -0.00165878    -0.00485235    -0.00512607    -0.00825575    -0.03425337
 10793    10.7930       -0.00125699    -0.00142355    -0.00169720    -0.00496184    -0.00524117    -0.00844474    -0.03502219
 10794    10.7940       -0.00128451    -0.00145527    -0.00173553    -0.00507110    -0.00535601    -0.00863332    -0.03578933
 10795    10.7950       -0.00131197    -0.00148693    -0.00177378    -0.00518011    -0.00547061    -0.00882149    -0.03655478
 10796    10.7960       -0.00133937    -0.00151851    -0.00181195    -0.00528888    -0.00558494    -0.00900925    -0.03731851
 10797    10.7970       -0.00136671    -0.00155002    -0.00185004    -0.00539739    -0.00569901    -0.00919657    -0.03808047
 10798    10.7980       -0.00139398    -0.00158146    -0.00188803    -0.00550566    -0.00581282    -0.00938347    -0.03884065
 10799    10.7990       -0.00142119    -0.00161282    -0.00192594    -0.00561367    -0.00592635    -0.00956993    -0.03959902
 10800    10.8000       -0.00144833    -0.00164411    -0.00196376    -0.00572141    -0.00603960    -0.00975593    -0.04035554
 10801    10.8010       -0.00147540    -0.00167532    -0.00200148    -0.00582890    -0.00615258    -0.00994149    -0.04111018
 10802    10.8020       -0.00150241    -0.00170646    -0.00203911    -0.00593611    -0.00626527    -0.01012658    -0.04186293
 10803    10.8030       -0.00152934    -0.00173751    -0.00207665    -0.00604304    -0.00637767    -0.01031121    -0.04261374
 10804    10.8040       -0.00155621    -0.00176849    -0.00211409    -0.00614970    -0.00648978    -0.01049536    -0.04336260
 10805    10.8050       -0.00158300    -0.00179938    -0.00215144    -0.00625608    -0.00660159    -0.01067902    -0.04410946
 10806    10.8060       -0.00160972    -0.00183019    -0.00218868    -0.00636217    -0.00671310    -0.01086220    -0.04485431
 10807    10.8070       -0.00163637    -0.00186092    -0.00222583    -0.00646797    -0.00682430    -0.01104488    -0.04559711
 10808    10.8080       -0.00166295    -0.00189156    -0.00226287    -0.00657347    -0.00693520    -0.01122706    -0.04633783
 10809    10.8090       -0.00168944    -0.00192212    -0.00229982    -0.00667868    -0.00704577    -0.01140873    -0.04707645
 10810    10.8100       -0.00171586    -0.00195259    -0.00233665    -0.00678358    -0.00715603    -0.01158987    -0.04781294
 10811    10.8110       -0.00174221    -0.00198297    -0.00237338    -0.00688818    -0.00726597    -0.01177050    -0.04854727
 10812    10.8120       -0.00176847    -0.00201327    -0.00241001    -0.00699246    -0.00737557    -0.01195059    -0.04927941
 10813    10.8130       -0.00179466    -0.00204347    -0.00244652    -0.00709643    -0.00748485    -0.01213014    -0.05000933
 10814    10.8140       -0.00182077    -0.00207358    -0.00248293    -0.00720009    -0.00759379    -0.01230915    -0.05073701
 10815    10.8150       -0.00184679    -0.00210359    -0.00251922    -0.00730342    -0.00770239    -0.01248761    -0.05146242
 10816    10.8160       -0.00187273    -0.00213351    -0.00255540    -0.00740642    -0.00781064    -0.01266551    -0.05218553
 10817    10.8170       -0.00189859    -0.00216334    -0.00259147    -0.00750909    -0.00791855    -0.01284284    -0.05290631
 10818    10.8180       -0.00192436    -0.00219307    -0.00262742    -0.00761143    -0.00802610    -0.01301960    -0.05362473
 10819    10.8190       -0.00195005    -0.00222271    -0.00266325    -0.00771343    -0.00813330    -0.01319577    -0.05434077
 10820    10.8200       -0.00197565    -0.00225224    -0.00269896    -0.00781509    -0.00824014    -0.01337137    -0.05505440
 10821    10.8210       -0.00200117    -0.00228167    -0.00273456    -0.00791640    -0.00834661    -0.01354637    -0.05576560
 10822    10.8220       -0.00202659    -0.00231101    -0.00277003    -0.00801737    -0.00845271    -0.01372077    -0.05647433
 10823    10.8230       -0.00205193    -0.00234024    -0.00280538    -0.00811797    -0.00855844    -0.01389456    -0.05718056
 10824    10.8240       -0.00207717    -0.00236937    -0.00284061    -0.00821822    -0.00866380    -0.01406774    -0.05788428
 10825    10.8250       -0.00210233    -0.00239839    -0.00287571    -0.00831811    -0.00876877    -0.01424030    -0.05858546
 10826    10.8260       -0.00212739    -0.00242731    -0.00291069    -0.00841764    -0.00887336    -0.01441224    -0.05928406
 10827    10.8270       -0.00215236    -0.00245612    -0.00294554    -0.00851679    -0.00897756    -0.01458354    -0.05998006
 10828    10.8280       -0.00217723    -0.00248483    -0.00298026    -0.00861557    -0.00908136    -0.01475421    -0.06067344
 10829    10.8290       -0.00220201    -0.00251342    -0.00301485    -0.00871398    -0.00918477    -0.01492423    -0.06136417
 10830    10.8300       -0.00222670    -0.00254191    -0.00304930    -0.00881200    -0.00928778    -0.01509359    -0.06205222
 10831    10.8310       -0.00225128    -0.00257028    -0.00308362    -0.00890964    -0.00939038    -0.01526230    -0.06273756
 10832    10.8320       -0.00227577    -0.00259855    -0.00311781    -0.00900689    -0.00949258    -0.01543034    -0.06342018
 10833    10.8330       -0.00230016    -0.00262670    -0.00315187    -0.00910376    -0.00959436    -0.01559771    -0.06410004
 10834    10.8340       -0.00232445    -0.00265473    -0.00318578    -0.00920022    -0.00969572    -0.01576441    -0.06477711
 10835    10.8350       -0.00234864    -0.00268265    -0.00321956    -0.00929629    -0.00979667    -0.01593042    -0.06545138
 10836    10.8360       -0.00237273    -0.00271046    -0.00325320    -0.00939195    -0.00989719    -0.01609574    -0.06612282
 10837    10.8370       -0.00239671    -0.00273814    -0.00328670    -0.00948721    -0.00999728    -0.01626036    -0.06679140
 10838    10.8380       -0.00242059    -0.00276571    -0.00332005    -0.00958206    -0.01009694    -0.01642428    -0.06745710
 10839    10.8390       -0.00244437    -0.00279316    -0.00335326    -0.00967649    -0.01019617    -0.01658749    -0.06811988
 10840    10.8400       -0.00246804    -0.00282049    -0.00338633    -0.00977051    -0.01029496    -0.01674999    -0.06877973
 10841    10.8410       -0.00249161    -0.00284770    -0.00341925    -0.00986411    -0.01039330    -0.01691176    -0.06943663
 10842    10.8420       -0.00251507    -0.00287478    -0.00345203    -0.00995728    -0.01049120    -0.01707281    -0.07009054
 10843    10.8430       -0.00253842    -0.00290174    -0.00348465    -0.01005003    -0.01058865    -0.01723312    -0.07074144
 10844    10.8440       -0.00256166    -0.00292858    -0.00351713    -0.01014235    -0.01068564    -0.01739269    -0.07138931
 10845    10.8450       -0.00258479    -0.00295529    -0.00354945    -0.01023423    -0.01078218    -0.01755152    -0.07203412
 10846    10.8460       -0.00260781    -0.00298188    -0.00358162    -0.01032567    -0.01087825    -0.01770960    -0.07267585
 10847    10.8470       -0.00263072    -0.00300834    -0.00361364    -0.01041667    -0.01097386    -0.01786692    -0.07331447
 10848    10.8480       -0.00265352    -0.00303466    -0.00364551    -0.01050723    -0.01106900    -0.01802347    -0.07394996
 10849    10.8490       -0.00267620    -0.00306086    -0.00367722    -0.01059734    -0.01116367    -0.01817926    -0.07458230
 10850    10.8500       -0.00269877    -0.00308693    -0.00370877    -0.01068699    -0.01125786    -0.01833427    -0.07521146
 10851    10.8510       -0.00272123    -0.00311287    -0.00374017    -0.01077620    -0.01135158    -0.01848850    -0.07583742
 10852    10.8520       -0.00274357    -0.00313867    -0.00377140    -0.01086494    -0.01144481    -0.01864194    -0.07646016
 10853    10.8530       -0.00276579    -0.00316435    -0.00380248    -0.01095322    -0.01153755    -0.01879459    -0.07707964
 10854    10.8540       -0.00278790    -0.00318988    -0.00383339    -0.01104104    -0.01162981    -0.01894645    -0.07769586
 10855    10.8550       -0.00280989    -0.00321529    -0.00386414    -0.01112839    -0.01172157    -0.01909749    -0.07830878
 10856    10.8560       -0.00283176    -0.00324055    -0.00389473    -0.01121526    -0.01181284    -0.01924773    -0.07891839
 10857    10.8570       -0.00285350    -0.00326568    -0.00392515    -0.01130167    -0.01190360    -0.01939715    -0.07952465
 10858    10.8580       -0.00287513    -0.00329067    -0.00395540    -0.01138759    -0.01199386    -0.01954576    -0.08012755
 10859    10.8590       -0.00289664    -0.00331552    -0.00398549    -0.01147303    -0.01208362    -0.01969353    -0.08072706
 10860    10.8600       -0.00291802    -0.00334023    -0.00401541    -0.01155799    -0.01217287    -0.01984047    -0.08132317
 10861    10.8610       -0.00293929    -0.00336480    -0.00404516    -0.01164246    -0.01226160    -0.01998658    -0.08191585
 10862    10.8620       -0.00296042    -0.00338923    -0.00407474    -0.01172644    -0.01234981    -0.02013184    -0.08250507
 10863    10.8630       -0.00298144    -0.00341351    -0.00410415    -0.01180993    -0.01243751    -0.02027626    -0.08309082
 10864    10.8640       -0.00300232    -0.00343765    -0.00413338    -0.01189292    -0.01252468    -0.02041982    -0.08367308
 10865    10.8650       -0.00302308    -0.00346165    -0.00416244    -0.01197541    -0.01261132    -0.02056252    -0.08425181
 10866    10.8660       -0.00304372    -0.00348550    -0.00419133    -0.01205739    -0.01269744    -0.02070435    -0.08482701
 10867    10.8670       -0.00306422    -0.00350921    -0.00422004    -0.01213887    -0.01278302    -0.02084532    -0.08539865
 10868    10.8680       -0.00308460    -0.00353276    -0.00424857    -0.01221984    -0.01286807    -0.02098541    -0.08596670
 10869    10.8690       -0.00310485    -0.00355617    -0.00427692    -0.01230030    -0.01295258    -0.02112463    -0.08653115
 10870    10.8700       -0.00312497    -0.00357943    -0.00430510    -0.01238024    -0.01303654    -0.02126295    -0.08709198
 10871    10.8710       -0.00314496    -0.00360254    -0.00433309    -0.01245967    -0.01311996    -0.02140039    -0.08764916
 10872    10.8720       -0.00316481    -0.00362550    -0.00436090    -0.01253857    -0.01320283    -0.02153693    -0.08820268
 10873    10.8730       -0.00318454    -0.00364831    -0.00438853    -0.01261695    -0.01328515    -0.02167257    -0.08875251
 10874    10.8740       -0.00320413    -0.00367097    -0.00441598    -0.01269480    -0.01336691    -0.02180730    -0.08929863
 10875    10.8750       -0.00322359    -0.00369347    -0.00444324    -0.01277212    -0.01344812    -0.02194113    -0.08984103
 10876    10.8760       -0.00324291    -0.00371582    -0.00447032    -0.01284891    -0.01352876    -0.02207403    -0.09037968
 10877    10.8770       -0.00326210    -0.00373801    -0.00449721    -0.01292517    -0.01360884    -0.02220602    -0.09091457
 10878    10.8780       -0.00328115    -0.00376005    -0.00452391    -0.01300088    -0.01368836    -0.02233708    -0.09144567
 10879    10.8790       -0.00330006    -0.00378193    -0.00455043    -0.01307606    -0.01376730    -0.02246721    -0.09197296
 10880    10.8800       -0.00331884    -0.00380365    -0.00457675    -0.01315069    -0.01384567    -0.02259641    -0.09249643
 10881    10.8810       -0.00333748    -0.00382522    -0.00460289    -0.01322477    -0.01392347    -0.02272467    -0.09301606
 10882    10.8820       -0.00335598    -0.00384662    -0.00462883    -0.01329831    -0.01400069    -0.02285198    -0.09353182
 10883    10.8830       -0.00337435    -0.00386787    -0.00465458    -0.01337129    -0.01407733    -0.02297834    -0.09404370
 10884    10.8840       -0.00339257    -0.00388896    -0.00468014    -0.01344372    -0.01415338    -0.02310375    -0.09455167
 10885    10.8850       -0.00341065    -0.00390988    -0.00470550    -0.01351559    -0.01422885    -0.02322821    -0.09505573
 10886    10.8860       -0.00342859    -0.00393065    -0.00473067    -0.01358690    -0.01430372    -0.02335169    -0.09555585
